1000000 5 0.4 10000
4290 188135 213545 404290 189740 
20537 420537 170668 209353 178905 
233249 633249 44616 20052 68834 
77667 122559 477667 134263 187844 
30624 152748 246648 139356 430624 
37207 437207 103001 187533 235052 
215921 29466 74211 615921 64481 
151166 170493 69099 551166 58076 
37793 104360 186733 437793 233321 
201568 601568 58859 73700 64305 
157121 76858 557121 142823 66077 
59391 459391 128248 168818 184152 
143969 101051 87782 543969 123229 
23506 190199 196773 166016 423506 
289928 5668 689928 4470 10006 
242953 29320 642953 49624 35150 
239748 34136 49641 639748 36727 
123186 523186 99184 146271 108173 
273481 6801 26015 20222 673481 
213844 64583 39357 68372 613844 
174609 87716 574609 80990 82076 
3306 403306 138580 270317 184491 
270674 670674 20381 15430 22841 
115055 90714 165416 515055 113760 
30488 146231 430488 235393 157400 
5545 405545 186435 192810 209665 
99028 110660 499028 129949 161335 
125907 118701 91349 138136 525907 
90883 109608 88668 490883 219958 
12149 180187 412149 197296 198219 
109890 92987 127776 159457 509890 
249829 649829 33173 32841 34328 
135847 113637 535847 106928 107741 
65462 465462 142383 211439 115254 
135044 139614 103180 535044 87118 
292078 692078 5144 5123 5577 
276864 14821 18164 676864 13287 
3377 403377 169693 138994 284559 
155828 68139 95988 555828 124217 
10535 410535 175372 209505 194053 
34342 180463 434342 152930 197923 
223812 47635 623812 43767 60974 
186997 80696 59297 586997 86013 
279972 10880 14839 679972 14337 
182260 105455 72065 57960 582260 
277535 9231 677535 22109 13590 
160741 89255 119506 560741 69757 
23750 205822 203446 423750 143232 
204819 604819 67695 59787 62880 
265234 17275 665234 30446 21811 
155957 102669 91518 93899 555957 
246504 39389 37454 30149 646504 
78199 124259 188476 130867 478199 
234383 40025 51359 634383 39850 
138697 538697 101006 105345 116255 
60049 460049 164507 109243 206152 
164828 122291 82366 564828 65687 
174066 70638 79579 101651 574066 
95260 495260 143031 128638 137811 
55256 177472 455256 118918 193098 
17744 177485 417744 212206 174821 
136076 110986 102180 114682 536076 
156511 140214 62544 556511 84220 
178742 50070 95532 96914 578742 
280297 15325 12629 680297 11452 
188756 588756 109563 42927 69998 
157162 122113 73308 90255 557162 
159606 559606 120317 100177 60294 
152560 138692 552560 76673 79515 
160577 560577 89245 78062 111539 
6627 197731 406627 159024 229991 
96439 159999 496439 128696 118427 
179774 85206 87605 67641 579774 
194683 89257 66440 54937 594683 
160516 88595 74300 116073 560516 
224873 54579 55400 40275 624873 
73632 155349 473632 130590 166797 
138101 120031 59584 538101 144183 
5068 405068 183947 193121 212796 
52856 144067 452856 196643 153578 
234230 21807 48683 61050 634230 
99427 499427 92592 148033 160521 
203656 79681 603656 67178 45829 
234689 634689 48028 17204 65390 
274485 13563 20153 674485 17314 
208374 63092 70902 608374 49258 
102992 127889 129296 136831 502992 
47918 189966 140069 447918 174129 
112382 92812 133691 512382 148733 
126119 140020 96107 111635 526119 
123918 66142 523918 129286 156736 
148532 108469 548532 105805 88662 
243713 36917 42581 33076 643713 
228389 628389 53754 34506 54962 
38164 168965 174130 180577 438164 
163735 563735 115843 59394 97293 
27974 427974 195200 201289 147563 
245327 40930 29374 39042 645327 
2127 402127 139014 174538 282194 
15018 228442 415018 187999 153523 
297532 1729 1102 2105 697532 
146735 133643 546735 104576 68311 
255374 32794 27396 29062 655374 
223210 44771 62161 46648 623210 
270343 670343 18831 24248 16235 
132883 532883 62771 143040 128423 
65832 149254 113184 465832 205898 
17005 189000 217876 417005 159114 
119990 143028 86561 130431 519990 
73081 109136 473081 196867 147835 
154921 67311 554921 151298 71549 
44846 444846 160431 202241 147636 
161040 79357 561040 67100 131463 
285061 3777 12682 685061 13419 
236075 45603 35602 46645 636075 
138030 538030 98576 90746 134618 
264286 664286 18597 33311 19520 
9782 169010 210150 409782 201276 
177217 92257 75799 577217 77510 
287648 687648 10082 8056 6566 
67767 194303 171548 98615 467767 
86668 486668 213322 132943 80399 
286545 7409 686545 8199 11302 
248745 33736 648745 23917 44857 
84541 114053 199760 117105 484541 
65583 158090 178192 465583 132552 
175158 90307 76546 575158 82831 
8636 207900 178805 408636 196023 
76859 168465 138621 139196 476859 
64830 181170 464830 164008 125162 
71337 471337 163405 161548 132373 
195917 80773 54128 73265 595917 
16571 416571 192393 173676 200789 
244811 644811 32728 43512 34138 
185893 76839 585893 63336 88039 
272395 672395 22019 17560 15631 
250682 650682 31891 30640 36105 
286862 11515 686862 8566 6195 
255399 36083 655399 25990 27129 
95566 123767 148615 136486 495566 
168197 63707 78926 120973 568197 
6835 160804 196847 228679 406835 
248870 32669 44291 25300 648870 
95057 96710 495057 125112 188064 
15277 415277 170460 202294 196692 
23525 173228 423525 197118 182604 
294917 3133 3336 694917 3697 
183230 583230 85761 88424 59355 
250581 43752 21453 33633 650581 
187607 64113 587607 72237 88436 
251470 651470 35747 28626 32687 
217590 38784 617590 60345 65691 
39084 123559 218437 179836 439084 
282604 682604 9995 13952 10845 
268053 20839 20357 668053 22698 
283273 683273 9122 10928 13404 
83951 78829 483951 125537 227732 
299759 151 251 80 699759 
283405 15896 8373 683405 8921 
17944 202155 181718 180239 417944 
239658 33750 52674 34260 639658 
238836 43105 638836 24816 54407 
79062 132113 153842 155921 479062 
131360 140823 88579 107878 531360 
152932 93152 112052 552932 88932 
101919 501919 163926 136254 95982 
242339 45891 37332 32099 642339 
146089 546089 80224 139488 88110 
226814 626814 47945 51737 46690 
123944 131014 523944 104087 117011 
98352 161934 128761 112601 498352 
118159 176812 518159 75529 111341 
199586 76373 47484 76971 599586 
169999 86396 98158 569999 75448 
68911 139895 201484 120799 468911 
27891 131759 202804 209655 427891 
279514 14001 679514 13467 13504 
56692 142507 188089 456692 156020 
215511 45219 49602 74157 615511 
299831 92 699831 122 124 
179797 73094 94099 73213 579797 
13822 226334 413822 113511 232511 
60018 460018 129489 153389 197086 
298604 1183 551 698604 1058 
151307 551307 69376 116183 111827 
227734 627734 32956 52062 59514 
194568 82477 73436 594568 54951 
134587 122079 534587 113222 95525 
162502 155435 562502 50306 69255 
193459 65323 63114 593459 84645 
150961 113513 550961 114982 69583 
224631 67917 48879 624631 33942 
183174 113206 583174 68683 51763 
110521 185072 510521 99950 93936 
27431 188167 427431 142929 214042 
299745 160 196 699745 154 
201985 601985 62074 72615 61341 
232649 51396 40653 632649 42653 
228641 53413 55386 33919 628641 
2581 190373 221303 402581 183162 
287520 7194 687520 8043 9723 
238334 638334 31488 63714 28130 
173297 83047 573297 80399 89960 
185070 87929 63713 585070 78218 
152291 79857 47454 552291 168107 
221585 59752 58097 38981 621585 
48425 187631 99711 448425 215808 
51211 451211 136116 143480 217982 
268274 24994 23819 668274 14639 
46706 127162 185150 194276 446706 
174251 111237 72064 574251 68197 
66785 108503 466785 151730 206197 
261795 661795 36319 14535 25556 
78046 212410 478046 127516 103982 
149041 93618 102664 105636 549041 
115135 133913 92836 515135 142981 
52425 176733 452425 203427 114990 
63572 161451 463572 141628 169777 
20468 185738 420468 157891 215435 
226255 626255 48507 43340 55643 
264135 26731 24732 20267 664135 
89764 186043 79379 489764 155050 
18011 149041 418011 207687 207250 
43386 153008 153094 207126 443386 
79663 161706 479663 102426 176542 
275938 19860 675938 15701 12563 
245607 645607 30253 38532 40001 
224253 624253 38816 34963 77715 
88657 146213 154900 488657 121573 
133714 99735 129226 103611 533714 
159310 57230 559310 112692 111458 
52708 452708 201704 149388 143492 
44279 162078 191503 444279 157861 
90537 133958 154704 490537 130264 
8906 204425 408906 182124 195639 
98699 138644 109163 154795 498699 
73322 160980 114155 473322 178221 
20539 420539 187214 200758 170950 
278201 678201 17385 11285 14928 
250123 35895 650123 27532 36327 
161683 561683 138960 95959 41715 
137436 133783 103685 87660 537436 
245259 32383 54137 645259 22962 
242447 32847 43541 38718 642447 
29248 429248 160583 153536 227385 
5658 228569 184046 405658 176069 
280343 11486 10631 680343 17197 
293822 3189 5162 693822 4005 
211189 49667 77229 611189 50726 
186477 56031 586477 57760 113255 
118672 72257 130330 160069 518672 
80783 207503 480783 98589 132342 
171554 111874 81493 63525 571554 
192868 55226 82733 76305 592868 
212396 73664 49839 51705 612396 
248717 35687 38949 648717 27930 
179341 48932 98644 93742 579341 
242261 642261 37868 47507 30103 
240065 43101 33188 43581 640065 
86951 187383 486951 149561 89154 
268454 17114 668454 20126 25852 
172834 69260 73464 572834 111608 
201336 77023 601336 68905 51400 
110455 80375 140005 510455 158710 
227289 64536 41684 627289 39202 
89008 489008 146692 132697 142595 
32138 432138 153094 219316 163314 
94989 494989 126830 113951 169241 
111175 115757 125238 511175 136655 
240787 22834 640787 46874 48718 
74695 166452 111165 474695 172993 
124446 524446 84301 94176 172631 
29766 429766 200303 125376 214789 
118054 138259 90435 135198 518054 
39143 439143 155510 196281 169923 
77 203987 400077 227295 168564 
95593 495593 142567 136882 129365 
68984 128335 201431 468984 132266 
14214 237425 414214 205944 128203 
106564 152853 96270 506564 137749 
17967 206652 157812 199602 417967 
103329 503329 160807 75760 156775 
126869 130915 105910 526869 109437 
166718 91484 106428 566718 68652 
205640 48276 45280 605640 95164 
45802 141248 445802 242249 124899 
26722 172303 196987 426722 177266 
205370 605370 74006 53298 61956 
26690 200937 174841 426690 170842 
85424 157429 138900 132823 485424 
290253 5615 690253 7602 6277 
134627 114582 129432 86732 534627 
251433 21747 651433 30962 44425 
126961 526961 96030 109202 140846 
138230 72984 183178 67378 538230 
242032 35590 57046 23300 642032 
290485 6158 7052 690485 5820 
137678 87448 537678 109473 127723 
75688 151409 475688 140666 156549 
167678 49729 87079 127836 567678 
34389 184651 196302 150269 434389 
22793 226369 422793 155660 172385 
54099 212279 454099 177600 101923 
265832 21832 17860 665832 28644 
186381 32119 103483 91636 586381 
226040 35415 626040 48301 64204 
81259 152579 165900 481259 119003 
297527 1527 1726 1693 697527 
125594 135199 93907 525594 119706 
31682 218983 431682 145900 171753 
288670 8815 688670 6803 7042 
159336 104518 85969 90841 559336 
105883 74359 155310 158565 505883 
275238 18217 675238 19096 12211 
70444 119207 470444 188437 151468 
106946 506946 135007 170374 80727 
