1000000 5 0.2 10000
212693 412693 128474 114669 131471 
395414 3633 3707 595414 1832 
227669 131020 114386 427669 99256 
152450 197229 352450 155415 142456 
359426 26567 559426 19875 34706 
260272 100506 85948 93002 460272 
328711 48474 45899 528711 48205 
186705 118241 142357 165992 386705 
160835 124586 360835 208234 145510 
80704 280704 220480 208093 210019 
124931 208653 136613 324931 204872 
235253 435253 123637 62530 143327 
136029 157306 151296 219340 336029 
161244 361244 193567 143825 140120 
127560 192962 183104 168814 327560 
190567 154738 158819 105309 390567 
214699 149665 414699 128774 92163 
257963 65557 457963 82774 135743 
178349 378349 146989 124678 171635 
145125 158014 182214 345125 169522 
275177 83719 84527 475177 81400 
337669 18798 48470 57394 537669 
367992 17833 567992 33528 12655 
271914 471914 100256 86466 69450 
281617 88887 57354 90525 481617 
180376 120951 380376 164386 153911 
379221 18389 579221 8958 14211 
326489 526489 48215 54854 43953 
345525 545525 38599 25707 44644 
319827 59341 519827 45117 55888 
41075 239231 241075 238447 240172 
375102 17606 13697 18493 575102 
236708 436708 163293 77901 85390 
231305 75531 431305 140718 121141 
386712 6994 586712 10336 9246 
62223 222352 226148 227054 262223 
364624 33114 17292 564624 20346 
372388 18378 15916 572388 20930 
49509 230738 235072 235172 249509 
281501 481501 75164 98328 63506 
272291 106766 57677 90975 472291 
171736 371736 169958 98811 187759 
360182 560182 19560 26363 33713 
272913 82882 92909 472913 78383 
341396 39276 541396 35849 42083 
172505 172454 138206 144330 372505 
117489 317489 203113 164255 197654 
71607 223074 221293 212419 271607 
181569 381569 122401 141509 172952 
193704 125161 393704 174366 113065 
370085 17955 15981 25894 570085 
248087 448087 59892 118945 124989 
357961 29047 23678 31353 557961 
293514 493514 74928 65444 72600 
116202 176041 193451 316202 198104 
170948 172568 370948 120972 164564 
382320 13511 8996 12853 582320 
391664 591664 6725 5209 4738 
91113 184035 202875 230864 291113 
241123 119762 441123 96631 101361 
237866 82917 98158 437866 143193 
346784 36488 27333 42611 546784 
134630 334630 152419 208471 169850 
257369 103066 79913 102283 457369 
185855 119045 207925 101320 385855 
225883 425883 174193 78450 95591 
354313 554313 35299 33588 22487 
399826 99 115 599826 134 
222048 105427 99438 151039 422048 
299204 499204 67338 56445 77809 
367450 34799 14078 16223 567450 
181792 381792 149163 139458 147795 
373421 13715 20664 573421 18779 
358341 21654 27908 558341 33756 
170139 148032 370139 158178 153512 
299487 499487 78472 78873 43681 
96232 201333 212860 296232 193343 
227633 121476 427633 89076 134182 
171665 168057 371665 141173 147440 
44164 238115 237996 244164 235561 
331101 531101 37801 51492 48505 
239281 50659 439281 127155 143624 
299850 60734 91116 499850 48450 
306505 44433 72865 69692 506505 
241987 92817 118290 104919 441987 
361460 26569 561460 25659 24852 
210220 112867 141672 410220 125021 
124433 201539 324433 188381 161214 
348383 27378 20709 55147 548383 
269004 113876 469004 66928 81188 
184329 384329 152425 152615 126302 
120609 172243 196478 320609 190061 
87863 193577 287863 216925 213772 
191054 151465 391054 129245 137182 
321034 52282 521034 55643 50007 
114983 314983 189208 192236 188590 
373250 573250 22430 11845 19225 
106545 180639 245234 161037 306545 
303421 64106 63360 65692 503421 
167789 367789 178897 128743 156782 
120990 167634 202225 320990 188161 
194406 197018 394406 98044 116126 
396495 1705 596495 2403 2902 
74236 230963 199976 220589 274236 
257918 122350 67662 94152 457918 
80207 217407 194792 280207 227387 
377063 17459 577063 12875 15540 
244849 93261 75570 141471 444849 
67334 211639 212388 241305 267334 
326616 45992 44418 56358 526616 
101079 169684 220776 207382 301079 
137773 337773 199586 151033 173835 
164755 178980 164298 364755 127212 
111593 311593 173843 208859 194112 
281981 104674 42839 88525 481981 
261498 85313 88740 461498 102951 
177919 377919 177057 100925 166180 
375477 575477 13726 15093 20227 
44199 236242 244199 237180 238180 
376721 16372 15292 576721 14894 
250523 450523 52427 92863 153664 
47570 232659 237918 234283 247570 
94722 200649 234025 294722 175882 
277672 67072 477672 113445 64139 
317990 57058 517990 37460 69502 
99171 299171 149818 205811 246029 
220304 103655 122454 133283 420304 
336468 40144 536468 60638 26282 
60335 220675 226059 232596 260335 
225748 425748 104990 120424 123090 
273284 473284 79357 83901 90174 
267062 80617 467062 93969 91290 
108871 308871 211556 174904 195798 
108501 235219 308501 203113 144666 
358025 558025 19059 20316 44575 
173927 155751 129727 166668 373927 
55108 230401 255108 231228 228155 
208310 134543 408310 146934 101903 
162151 119956 175787 179955 362151 
218304 131024 135259 418304 97109 
252952 112302 110426 71368 452952 
187106 154287 136032 135469 387106 
357143 20487 27145 557143 38082 
179852 148501 379852 170125 121670 
154742 163609 354742 164152 162755 
266596 466596 89988 93943 82877 
88456 239456 288456 211396 172236 
235580 153462 59651 435580 115727 
139549 160414 205322 339549 155166 
279977 88356 80627 71063 479977 
229990 113801 135799 90420 429990 
227191 158182 122513 64923 427191 
115782 217888 149107 315782 201441 
127910 165532 327910 193146 185502 
233854 433854 129384 98195 104713 
167263 164422 367263 191102 109950 
73358 230318 273358 212135 210831 
282738 61692 482738 64709 108123 
339664 37612 42132 40928 539664 
257954 106460 74675 102957 457954 
323516 523516 33542 57161 62265 
348100 548100 30630 35827 37343 
252356 154896 73844 66548 452356 
320302 520302 60402 45353 53641 
226170 125190 426170 86137 136333 
350149 38210 22214 39278 550149 
389603 4123 6012 589603 10659 
216039 136426 416039 100920 130576 
390564 5639 8011 5222 590564 
397097 3140 2199 597097 467 
92550 183011 292550 202874 229015 
384831 13412 13566 3360 584831 
210009 188290 88979 410009 102713 
83682 228435 283682 228282 175919 
290303 490303 63796 105796 49802 
56306 256306 221300 228631 237457 
129202 205816 329202 130743 205037 
174954 129062 374954 159253 161777 
43301 238874 237098 237426 243301 
300671 73756 67966 500671 56936 
64427 264427 211939 221017 238190 
135779 170862 335779 138644 218936 
315528 59131 57276 52537 515528 
50308 250308 231314 227461 240609 
250474 69209 105838 124005 450474 
232162 137813 107695 90168 432162 
236520 436520 107715 112572 106673 
250074 80148 109467 110237 450074 
155865 160663 145894 355865 181713 
388796 4097 588796 7496 10815 
100226 300226 218512 218822 162214 
226752 94240 89053 426752 163203 
129215 180960 184674 329215 175936 
257081 457081 69471 97829 118538 
313828 67100 55982 513828 49262 
255909 63150 455909 112415 112617 
300797 49567 66078 82761 500797 
318879 518879 63780 39056 59406 
373149 573149 20160 23214 10328 
232614 432614 111696 101562 121514 
119167 204295 319167 194797 162574 
104073 304073 214074 178706 199074 
41966 238330 241966 237382 240356 
174168 144395 374168 215430 91839 
119717 319717 183685 191755 185126 
74109 218831 214176 274109 218775 
213914 152828 103023 413914 116321 
355907 25131 555907 40225 22830 
142768 168781 342768 190555 155128 
218355 107701 118794 418355 136795 
322982 54382 522982 48412 51242 
176118 192117 89117 166530 376118 
67734 212731 267734 236771 215030 
75638 217880 217912 275638 212932 
295117 66275 495117 72187 71304 
304041 67810 504041 59675 64433 
85020 210606 285020 223780 195574 
236721 436721 120662 106368 99528 
121061 152784 178882 226212 321061 
189785 164065 100918 155447 389785 
297886 46132 76933 497886 81163 
150258 125403 171608 202473 350258 
160963 157446 137177 183451 360963 
208835 408835 141255 121626 119449 
48330 236209 248330 236010 231121 
378512 578512 14532 13302 15142 
318416 48870 59328 54970 518416 
279407 479407 99520 88407 53259 
42857 238000 242857 239075 237211 
91219 291219 236909 189913 190740 
143161 343161 129869 185984 197825 
124760 324760 192631 178321 179528 
245662 445662 100899 95815 111962 
227154 427154 97470 123366 124856 
67978 219779 228650 215615 267978 
71169 223862 228793 271169 205007 
82380 204576 200742 282380 229922 
383690 9908 10134 583690 12578 
290821 490821 100629 31323 86406 
166265 123614 366265 157774 186082 
363912 21700 563912 26928 23548 
343203 543203 37749 35711 40134 
291019 67603 78023 491019 72336 
252751 109816 94528 452751 90154 
384666 10539 584666 11651 8478 
327721 52897 59468 32193 527721 
211414 131889 146636 98647 411414 
380299 15872 580299 11979 11551 
397988 1270 1183 1571 597988 
186239 145208 124257 386239 158057 
162834 132847 362834 195772 145713 
59977 218039 230270 231737 259977 
238016 141771 438016 75123 107074 
113354 179678 313354 195097 198517 
67200 232734 216439 216427 267200 
47677 236611 234776 247677 233259 
398106 598106 895 830 2063 
113368 313368 172985 202085 198194 
101092 301092 204233 167957 225626 
274084 113865 474084 91157 46810 
105269 198290 305269 194284 196888 
141212 116793 341212 215729 185054 
346084 51405 37743 18684 546084 
374549 19192 10883 20827 574549 
367748 23130 16372 567748 25002 
111117 146387 220340 211039 311117 
172583 124779 175478 372583 154577 
175711 140071 174223 375711 134284 
153236 179545 353236 173364 140619 
369972 14493 569972 25394 20169 
89718 197333 205056 289718 218175 
278101 76335 42291 478101 125172 
260228 106702 81279 91563 460228 
169054 369054 163912 123842 174138 
375354 575354 19286 8484 21522 
163676 158621 363676 169055 144972 
356986 556986 11401 44862 29765 
239844 439844 84861 106761 128690 
249234 83538 449234 119491 98503 
57240 257240 224972 233302 227246 
268517 468517 125495 69300 68171 
340822 31782 540822 44975 41599 
358540 558540 23849 29155 29916 
252959 112936 452959 88117 93029 
216277 416277 120189 151260 95997 
207133 150625 407133 140693 94416 
62554 209881 225621 239390 262554 
321717 71739 521717 60090 24737 
342744 24086 44418 542744 46008 
209118 409118 118991 78167 184606 
49420 235487 249420 234347 231326 
310914 45050 510914 50175 82947 
305144 505144 85841 47980 55891 
364850 33615 564850 21253 15432 
302421 70846 54611 69701 502421 
254186 101600 70342 454186 119686 
71933 228521 271933 208104 219509 
313469 513469 42647 58387 72028 
129966 208965 329966 171957 159146 
221464 112360 112754 131958 421464 
374056 15942 21777 14169 574056 
253836 70776 453836 133226 88326 
139260 339260 164312 170073 187095 
129115 144022 185512 329115 212236 
47833 235721 230777 247833 237836 
295269 71063 77553 60846 495269 
388464 588464 8653 8105 6314 
127538 327538 210731 172053 162140 
352373 39324 552373 29269 26661 
77411 207308 277411 225445 212425 
363289 26958 21361 25103 563289 
183347 131456 383347 159006 142844 
45295 234062 236993 238355 245295 
228333 154727 106253 82354 428333 
197570 75411 397570 154231 175218 
70454 270454 220510 218480 220102 
326238 61604 58316 526238 27604 
359267 21908 37789 21769 559267 
69087 212223 210101 269087 239502 
131363 158499 331363 216634 162141 
269827 87166 78562 94618 469827 
368897 17482 22461 568897 22263 
284524 88319 74096 484524 68537 
209810 96351 409810 145387 138642 
237028 55627 150731 119586 437028 
123114 177109 323114 179842 196821 
59891 239638 224955 259891 215625 
174241 374241 188334 164890 98294 
323197 61335 45042 523197 47229 
325607 62112 50116 525607 36558 
151925 351925 149548 166265 180337 
165613 365613 192779 170162 105833 
183359 138547 160873 383359 133862 
383800 11484 583800 12605 8311 
49989 230371 249989 236611 233040 
387410 587410 5064 10649 9467 
328053 33278 528053 48541 62075 
331890 53450 45724 37046 531890 
275506 475506 68054 51975 128959 
295022 495022 71164 66915 71877 
362284 23851 35851 562284 15730 
238952 438952 96529 140767 84800 
345816 29326 545816 42580 36462 
217517 168033 104310 417517 92623 
134460 334460 115414 210365 205301 
204852 404852 155840 125103 109353 
372045 21682 12604 21624 572045 
63325 245024 203026 263325 225300 
133222 187789 168658 177109 333222 
69429 200972 269429 236596 223574 
337089 537089 36240 46458 43124 
292758 48177 81200 492758 85107 
78849 203420 223615 215267 278849 
368584 25446 21917 15469 568584 
128875 198275 159902 184073 328875 
226791 123712 100876 426791 121830 
283470 483470 75655 105554 51851 
48317 248317 234761 234297 234308 
85479 173293 218820 236929 285479 
396743 1905 596743 2266 2343 
321380 48616 521380 51286 57338 
331359 531359 41274 38461 57547 
96572 156460 203557 246839 296572 
349435 42723 549435 26924 31483 
205589 405589 102715 155937 130170 
176193 376193 152871 117355 177388 
102988 217939 208094 302988 167991 
118757 194483 180471 318757 187532 
43533 233539 243533 239018 240377 
173337 373337 129372 153977 169977 
221583 144158 128533 421583 84143 
103945 303945 197232 160784 234094 
220864 97736 420864 117061 143475 
223567 90680 186481 423567 75705 
386287 9060 586287 7567 10799 
119837 163108 217523 179695 319837 
73259 221679 203893 227910 273259 
278620 46313 478620 71114 125333 
77755 233760 225348 185382 277755 
275000 101962 475000 83988 64050 
207010 147094 100079 407010 138807 
75422 241158 202352 205646 275422 
71670 229022 239464 271670 188174 
190348 390348 105158 141874 172272 
241041 124998 69661 123259 441041 
58713 258713 221423 232388 228763 
246406 93320 120487 446406 93381 
382618 582618 9771 11492 13501 
221602 121310 421602 95982 139504 
91744 196456 193540 291744 226516 
92871 217370 184148 212740 292871 
122727 196873 200522 157151 322727 
145967 177811 345967 130913 199342 
128701 165949 167617 328701 209032 
385392 10805 8505 585392 9906 
149050 164748 349050 137084 200068 
186496 113327 113693 386496 199988 
67506 227545 267506 212735 224708 
172451 188371 110158 372451 156569 
305182 505182 71487 54029 64120 
202690 189912 112854 402690 91854 
116580 176472 316580 192369 197999 
265870 68503 465870 105833 93924 
299429 499429 69285 77568 54289 
327372 46552 527372 50979 47725 
163669 363669 129052 174146 169464 
60305 218461 217752 260305 243177 
354502 28603 554502 35811 26582 
381976 10105 12784 13159 581976 
195821 126863 395821 113571 167924 
221833 141264 88541 126529 421833 
165666 169952 365666 137521 161195 
102072 243310 302072 209708 142838 
262548 72526 120526 462548 81852 
45621 245621 237805 235767 235186 
118847 318847 165798 240792 155716 
66741 225773 227290 266741 213455 
120535 153597 320535 193956 211377 
379814 16757 9652 579814 13963 
207873 107396 148356 128502 407873 
93801 171497 293801 194163 246738 
338921 38913 43423 39822 538921 
148977 137215 204889 348977 159942 
55513 235766 221390 231818 255513 
322607 55912 522607 45072 53802 
143975 343975 155104 196518 160428 
349675 549675 36006 23982 40662 
109430 179481 207713 309430 193946 
304918 78926 68714 504918 42524 
225478 154836 123149 71059 425478 
352208 552208 17088 50989 27507 
134791 334791 203690 148435 178293 
223002 423002 134029 119707 100260 
191819 110886 152406 153070 391819 
310111 78165 49383 510111 52230 
157005 141310 122616 357005 222064 
248551 112777 448551 123006 67115 
271115 471115 91580 87235 78955 
74951 274951 204953 220520 224625 
113167 195347 210179 168140 313167 
123019 158127 323019 202917 192918 
115211 234414 139982 315211 195182 
78869 223278 278869 208397 210587 
345613 32963 39694 36117 545613 
328289 63118 34730 45574 528289 
107024 177691 195477 307024 212784 
247324 447324 100174 116953 88225 
390181 590181 8631 6647 4360 
78824 217126 228681 278824 196545 
151122 151623 351122 160049 186084 
110084 310084 228483 205438 145911 
176575 146875 376575 152709 147266 
90672 290672 199506 209917 209233 
239908 151334 62463 106387 439908 
301739 43717 501739 81084 71721 
391792 591792 6232 4712 5472 
223987 157050 87945 107031 423987 
180258 186665 150451 102368 380258 
337695 37295 48434 38881 537695 
54668 235439 225087 230138 254668 
106824 186748 212385 306824 187219 
371390 14675 16087 571390 26458 
158661 358661 142891 191219 148568 
88125 220665 288125 228635 174450 
393374 3647 4913 4692 593374 
129234 170394 200245 170893 329234 
263439 112381 69183 91558 463439 
306205 88009 506205 46605 52976 
168594 154275 368594 155196 153341 
171283 176309 143702 371283 137423 
109029 194918 309029 240720 146304 
260358 80042 138102 61140 460358 
120036 180814 206385 320036 172729 
242799 82071 131865 100466 442799 
272335 472335 92784 101334 61212 
198836 115888 105284 398836 181156 
217373 417373 56333 128973 179948 
205595 405595 138023 89522 161265 
115756 315756 152114 232131 184243 
362972 31365 19350 23341 562972 
377449 577449 11298 14716 19088 
352375 552375 19280 32143 43827 
176044 163888 195362 376044 88662 
119142 228368 171899 319142 161449 
62467 223115 219604 262467 232347 
219658 162196 112659 85829 419658 
262612 91319 462612 85694 97763 
159134 193045 359134 151801 136886 
222253 117706 154477 422253 83311 
44206 237379 244206 237652 236557 
48364 230298 235047 237927 248364 
105782 184748 170187 233501 305782 
354478 40376 26036 24632 554478 
239222 94728 125279 439222 101549 
108624 220395 159267 308624 203090 
173870 216422 119830 373870 116008 
150187 168374 350187 179756 151496 
330223 530223 36047 44151 59356 
120538 145709 200909 212306 320538 
397580 1711 1564 1565 597580 
148138 133483 348138 178563 191678 
175672 175875 135975 375672 136806 
240497 440497 98561 139623 80822 
397851 597851 1107 1512 1679 
78438 218853 195244 229027 278438 
242172 108236 104259 103161 442172 
325762 40708 74716 33052 525762 
362708 15979 20094 562708 38511 
296335 496335 62526 89041 55763 
122824 173413 167442 322824 213497 
287332 34442 107906 487332 82988 
128630 176762 165790 200188 328630 
332223 40216 30538 532223 64800 
390171 7253 590171 5934 6471 
134879 334879 186539 167862 175841 
101206 170348 301206 238186 189054 
41710 241710 238673 239050 238857 
353338 23623 37761 553338 31940 
257570 108189 63645 457570 113026 
172110 169111 372110 152011 134658 
319314 519314 41812 60615 58945 
329817 529817 60394 31088 48884 
167770 123712 367770 187241 153507 
303830 63995 503830 75960 52385 
396805 2274 596805 1649 2467 
336859 45863 40749 536859 39670 
372615 17686 572615 16333 20751 
127009 327009 170200 193946 181836 
211836 135987 119243 411836 121098 
41178 241178 239829 239413 238402 
43778 237433 235452 243778 239559 
292910 74932 54999 84249 492910 
313258 513258 56017 56172 61295 
335358 50443 44251 535358 34590 
300146 57121 68785 500146 73802 
235596 435596 107968 111484 109356 
246023 116535 446023 130236 61183 
129519 329519 178718 146107 216137 
62664 262664 215540 224979 234153 
165813 143546 194863 365813 129965 
396619 596619 1887 3198 1677 
239062 439062 121723 83789 116364 
217112 93303 160576 417112 111897 
230986 116469 430986 116772 104787 
160457 168292 151493 360457 159301 
309740 509740 65926 62865 51729 
291879 38659 491879 71596 105987 
397315 1344 597315 2303 1723 
293865 85076 493865 53865 73329 
239635 439635 156573 109129 55028 
302702 73510 63849 502702 57237 
140136 340136 196705 189557 133466 
357943 24179 28753 31182 557943 
237479 130308 128634 437479 66100 
156407 356407 104015 173379 209792 
78100 224829 278100 207086 211885 
296964 76154 78422 51496 496964 
200857 124432 91282 182572 400857 
382761 10397 13491 582761 10590 
219579 107556 103014 419579 150272 
371668 22069 571668 20616 13979 
338471 45525 538471 33664 43869 
367558 567558 24523 19360 21001 
273026 85451 74186 473026 94311 
106341 172624 234550 306341 180144 
97082 176751 197883 297082 231202 
296163 63906 496163 59383 84385 
187390 110154 387390 141900 173166 
140416 340416 208477 160209 150482 
148725 155222 159334 348725 187994 
279234 109636 479234 44001 87895 
308342 508342 61111 65042 57163 
268326 98740 86237 78371 468326 
150123 182948 159890 350123 156916 
78624 233641 204883 278624 204228 
377710 22579 10302 577710 11699 
164285 364285 95621 189057 186752 
283961 64110 92311 483961 75657 
269419 469419 76987 77966 106209 
274742 474742 67481 111638 71397 
85686 285686 199393 209950 219285 
51332 251332 231613 233188 232535 
313868 57651 513868 43683 70930 
197627 108082 397627 164687 131977 
349428 33097 30544 37503 549428 
245588 445588 95424 130246 83154 
253736 98585 126805 453736 67138 
102544 302544 193197 226739 174976 
324662 41889 524662 49276 59511 
73279 215344 208363 273279 229735 
337859 58791 537859 32251 33240 
207603 100838 116985 407603 166971 
144036 175463 344036 166816 169649 
222821 134755 117474 422821 102129 
302163 43329 74033 502163 78312 
327899 62803 45507 35892 527899 
219951 419951 91410 121294 147394 
285446 62335 485446 72646 94127 
145623 345623 191999 166038 150717 
224423 77354 199014 74786 424423 
42474 238109 238508 242474 238435 
357427 22160 40146 557427 22840 
229101 102974 139953 98871 429101 
253604 97945 453604 82978 111869 
60285 222319 223078 260285 234033 
372271 17822 572271 17543 20093 
244202 96425 444202 127144 88027 
179813 140493 175652 124229 379813 
247769 76411 447769 97258 130793 
309223 49411 509223 59236 72907 
205318 405318 181325 141166 66873 
164206 364206 234536 139388 97664 
391286 5004 5643 591286 6781 
280084 480084 94277 64869 80686 
255637 117103 455637 70932 100691 
363949 22653 30754 563949 18695 
288301 80391 60592 488301 82415 
227459 81379 427459 130002 133701 
215607 117299 415607 128429 123058 
254428 454428 101046 82806 107292 
353058 553058 35339 20510 38035 
220463 160554 420463 128840 69680 
325331 53494 525331 54021 41823 
394948 2584 3935 3585 594948 
149002 122428 187251 349002 192317 
270326 87149 74297 470326 97902 
345001 32438 47475 30085 545001 
191482 132279 391482 142149 142608 
260533 460533 88900 101684 88350 
288960 80792 64156 488960 77132 
160614 360614 165795 170590 142387 
135282 178727 218897 335282 131812 
132188 187793 202430 332188 145401 
360994 27592 560994 27439 22981 
212705 116723 412705 109507 148360 
275662 59707 475662 102838 86131 
137012 337012 202153 140234 183589 
272159 79010 56118 120554 472159 
319444 47305 66564 519444 47243 
61450 224447 221731 261450 230922 
365944 28600 20515 18997 565944 
100305 180913 164919 300305 253558 
313874 61050 51593 59609 513874 
213025 413025 130175 121137 122638 
397965 1509 1610 951 597965 
158860 148770 358860 188719 144791 
87723 203392 287723 194155 227007 
126182 326182 199456 166887 181293 
93295 293295 190222 224146 199042 
298433 62340 89156 51638 498433 
186388 138390 178533 110301 386388 
218228 418228 87712 159341 116491 
292094 96484 65018 492094 54310 
175065 375065 141534 150061 158275 
319080 39979 73095 48766 519080 
199106 117089 150381 134318 399106 
315767 55316 65227 47923 515767 
137413 146465 205262 173447 337413 
355228 21986 40548 27010 555228 
135790 170712 149816 207892 335790 
234904 127792 126433 75967 434904 
143530 185030 139142 188768 343530 
60069 228276 226808 224778 260069 
265930 83271 61088 123781 465930 
217994 417994 91416 132529 140067 
205940 405940 153435 83120 151565 
57500 224101 257500 231264 229635 
287721 81017 65792 487721 77749 
254557 125136 99778 65972 454557 
170752 150005 370752 166559 141932 
69105 196721 224967 269105 240102 
89540 195861 231977 289540 193082 
352401 34822 552401 37541 22835 
129448 329448 156027 179922 205155 
312915 44903 48629 80638 512915 
339296 44374 539296 42242 34792 
74404 237383 216190 197619 274404 
192435 154771 392435 154015 106344 
373934 17672 12821 573934 21639 
306322 52287 506322 63916 71153 
316324 76621 516324 35164 55567 
278198 88864 77768 478198 76972 
274125 86680 80555 474125 84515 
84225 156860 284225 236397 238293 
271059 68053 471059 93153 96676 
195287 395287 179703 91886 137837 
103439 182720 203671 303439 206731 
306443 53755 506443 70635 62724 
357466 30785 32265 557466 22018 
374915 574915 15458 19089 15623 
88197 191575 215460 216571 288197 
323788 52085 62417 523788 37922 
150475 184620 350475 124886 189544 
239309 73561 147338 100483 439309 
225297 91926 425297 153063 104417 
67967 220543 228996 267967 214527 
98953 192520 190299 298953 219275 
276980 69313 476980 93752 82975 
343795 543795 33495 50846 28069 
183987 383987 161290 123014 147722 
399447 356 321 429 599447 
70749 195813 241291 221398 270749 
118785 184416 318785 193722 184292 
316233 61657 516233 65996 39881 
343881 36016 43416 543881 32806 
351129 26139 35104 551129 36499 
245711 445711 81888 133684 93006 
134805 142433 204121 183836 334805 
336431 31289 536431 50573 45276 
365596 22444 23301 565596 23063 
84006 190053 284006 196429 245506 
344528 50468 25663 544528 34813 
180000 380000 155063 121930 163007 
200615 160633 400615 77059 161078 
249645 135926 449645 78645 86139 
229031 155778 97134 429031 89026 
100100 211708 175780 300100 212312 
306486 58934 62383 506486 65711 
366330 566330 23794 24591 18955 
208720 98599 171038 408720 112923 
370206 17838 23311 570206 18439 
174348 374348 135904 146095 169305 
269154 93066 94290 74336 469154 
231095 431095 130688 115943 91179 
168368 132111 173601 368368 157552 
226846 426846 155598 87428 103282 
374872 14698 24932 10626 574872 
231709 109692 120347 431709 106543 
124010 192903 182227 176850 324010 
