1000000 5 0.3 10000
78906 378906 198166 177747 166275 
60796 177594 360796 200463 200351 
37140 217296 197202 211222 337140 
266615 59936 566615 52510 54324 
64554 199586 192854 364554 178452 
55802 184870 208223 355802 195303 
338888 7894 6680 7650 638888 
22315 230205 215716 209449 322315 
281569 61544 22606 581569 52712 
33585 234595 219290 178945 333585 
181313 137939 87134 112301 481313 
307168 607168 21086 28662 35916 
77484 377484 188621 205728 150683 
104285 404285 169989 133292 188149 
223762 76631 67375 108470 523762 
134658 434658 144764 151961 133959 
194429 89211 494429 127678 94253 
252633 35122 107035 52577 552633 
339531 8266 6973 5699 639531 
25817 204241 201389 325817 242736 
226917 94210 82421 69535 526917 
265661 73603 565661 50292 44783 
239678 73200 70823 539678 76621 
228196 65757 528196 71398 106453 
172319 83016 147322 472319 125024 
339533 3776 9234 7924 639533 
158381 95738 458381 131284 156216 
64419 161104 212369 364419 197689 
132697 132973 136564 165069 432697 
86125 386125 176343 164834 186573 
131509 115408 132053 431509 189521 
53194 353194 182728 208625 202259 
182603 90668 482603 131344 112782 
322135 20434 622135 16897 18399 
80489 160473 219403 380489 159146 
174791 474791 155450 86902 108066 
97688 397688 128817 162277 213530 
19649 319649 241865 175894 242943 
330586 14678 11682 630586 12468 
83891 192447 161621 383891 178150 
167258 467258 147117 128982 89385 
287331 35279 41854 48205 587331 
29944 217490 199853 329944 222769 
113098 124205 142265 413098 207334 
54427 221135 354427 172586 197425 
326950 15720 11668 18712 626950 
41658 256506 341658 180339 179839 
237440 63797 43368 117955 537440 
39485 339485 217590 212726 190714 
85721 228904 152899 385721 146755 
112531 140619 412531 192308 142011 
302261 602261 28967 40716 25795 
24822 187433 324822 238747 224176 
262152 48586 69398 562152 57712 
21462 321462 185221 276032 195823 
267051 52680 39410 73808 567051 
347402 1590 1710 647402 1896 
313987 25166 22745 613987 24115 
48950 178749 219227 204124 348950 
204060 504060 107599 110141 74140 
297757 41841 597757 24371 38274 
278292 38878 578292 49615 54923 
287690 36680 587690 33948 53992 
259666 72135 559666 51658 56875 
94317 155620 394317 151420 204326 
25532 161733 245630 325532 241573 
261426 37571 561426 49643 89934 
75057 375057 179310 167092 203484 
30412 205780 197313 236083 330412 
95585 183616 395585 170879 154335 
213047 35936 513047 71206 166764 
283581 34108 583581 53748 44982 
100969 400969 196680 143451 157931 
187872 487872 82582 118423 123251 
131996 163137 156887 431996 115984 
107297 407297 167209 172013 146184 
202058 69371 502058 112922 113591 
214570 105866 96128 68866 514570 
81223 207234 146962 183358 381223 
59261 193630 164314 359261 223534 
279540 42706 579540 48763 49451 
316238 27851 23998 616238 15675 
22350 322350 236094 201125 218081 
106064 190603 186295 406064 110974 
224252 83904 524252 71872 95720 
272869 58605 53586 42071 572869 
99 242282 300099 232301 225219 
318142 26959 618142 12300 24457 
102480 148304 402480 179381 167355 
44212 194711 189894 226971 344212 
322526 18534 21464 622526 14950 
11193 212163 311193 239576 225875 
218405 56497 118316 518405 88377 
17138 253357 166808 245559 317138 
338417 4216 11144 638417 7806 
136187 436187 126918 108487 192221 
173251 79429 147937 473251 126132 
192158 67417 492158 79332 168935 
103306 169625 403306 136682 187081 
183031 93165 131029 109744 483031 
100541 196159 400541 149025 153734 
278593 578593 58938 48754 35122 
265450 61195 56830 51075 565450 
9893 219544 241934 218736 309893 
113929 115803 165520 413929 190819 
51735 351735 172795 211296 212439 
330736 15091 630736 7494 15943 
142120 442120 120711 129186 165863 
190376 73268 117994 490376 127986 
156598 165870 150496 456598 70438 
29214 223637 180348 237587 329214 
74807 164056 374807 192099 194231 
20242 176650 212847 320242 270019 
72891 189276 372891 205969 158973 
90356 390356 141091 189214 188983 
92029 159933 189983 166026 392029 
302614 31734 602614 33896 29142 
199930 106348 499930 72377 121415 
125162 164800 425162 149537 135339 
234180 90251 534180 79972 61417 
23560 218007 323560 184926 249947 
347935 1495 1283 647935 1352 
289517 35223 38690 589517 47053 
50918 350918 182405 215521 200238 
101544 401544 167147 161907 167858 
19408 219559 319408 216403 225222 
288763 34099 38779 49596 588763 
218104 518104 98940 77054 87798 
349351 397 392 649351 509 
213291 513291 92077 67972 113369 
7344 235211 307344 218876 231225 
190919 98662 107334 112166 490919 
100823 169041 400823 193110 136203 
50598 350598 225440 187688 185676 
71048 196520 371048 199232 162152 
19203 226280 319203 213754 221560 
112400 190491 412400 142792 141917 
86232 198556 190329 386232 138651 
86802 178006 386802 136226 212164 
52869 352869 181226 196248 216788 
161275 461275 142438 161302 73710 
9378 224146 224606 232492 309378 
207034 119374 49617 507034 116941 
65591 213627 177416 177775 365591 
190562 490562 133110 81330 104436 
293554 31236 46717 593554 34939 
322402 622402 17554 11817 25825 
112133 412133 148817 234579 92338 
128309 140514 428309 143026 159842 
231210 531210 95679 59818 82083 
260025 54084 560025 58427 67439 
254277 554277 66050 54415 70981 
54025 215874 199721 354025 176355 
180537 109435 57963 171528 480537 
279817 50170 30954 59242 579817 
124967 103940 424967 222654 123472 
198234 88443 498234 122007 93082 
183945 100848 69099 162163 483945 
99954 232537 399954 132446 135109 
237843 63306 93230 537843 67778 
296989 22756 596989 42358 40908 
223825 523825 101750 58326 92274 
51045 209302 351045 207787 180821 
29816 229546 329816 237580 173242 
143430 119947 163683 129510 443430 
275588 46675 45165 56984 575588 
36145 192385 336145 214262 221063 
29267 258445 210801 329267 172220 
3301 303301 214576 261550 217272 
127224 188825 154474 427224 102253 
302066 602066 50596 19849 25423 
341534 6961 5235 641534 4736 
57112 229445 231866 357112 124465 
16940 276065 186746 203309 316940 
307096 11393 47646 607096 26769 
139990 439990 142061 153378 124581 
35615 335615 206986 221906 199878 
251134 58930 551134 66256 72546 
59110 209379 359110 184292 188109 
84693 181785 200603 148226 384693 
158257 118220 105846 458257 159420 
31499 331499 238963 230996 167043 
311993 24530 611993 38409 13075 
321909 19421 20626 16135 621909 
39277 217575 339277 206959 196912 
171527 471527 102360 115561 139025 
29844 210574 173665 256073 329844 
343766 5474 4119 2875 643766 
199650 102186 108149 499650 90365 
197406 497406 116706 124448 64034 
201927 99001 78291 118854 501927 
112291 210148 116242 149028 412291 
133359 144104 187990 101188 433359 
78086 219118 203620 378086 121090 
277258 577258 41015 44251 60218 
116131 122107 195383 416131 150248 
4239 304239 249480 234874 207168 
28601 328601 224055 209544 209199 
166608 114480 87730 466608 164574 
319560 619560 25690 15583 19607 
71390 208252 193177 155791 371390 
45145 193411 238490 345145 177809 
242156 49015 86206 542156 80467 
129783 429783 113078 166276 161080 
224269 76628 82706 92128 524269 
99284 399284 125677 154070 221685 
342141 7884 3114 642141 4720 
127803 427803 127561 158293 158540 
157129 206135 457129 92803 86804 
212136 79333 94631 512136 101764 
253350 75906 51370 66024 553350 
131264 130123 431264 185821 121528 
2869 219456 247058 227748 302869 
42603 235320 195783 183691 342603 
260751 80798 560751 37941 59759 
62275 153452 362275 226501 195497 
112803 185640 187087 412803 101667 
292213 28868 592213 45504 41202 
72862 372862 146102 204807 203367 
209910 509910 76061 103623 100496 
164055 110272 464055 99623 161995 
172575 124635 122695 472575 107520 
138514 146874 79878 196220 438514 
165363 90088 170706 465363 108480 
239420 81366 539420 86135 53659 
337007 9802 8529 7655 637007 
155147 187612 64709 455147 137385 
288071 30015 588071 34280 59563 
301486 27728 601486 34546 34754 
219708 79903 519708 97706 82975 
237234 66863 82384 537234 76285 
155520 159915 455520 94895 134150 
161707 169234 90069 461707 117283 
107311 156216 168734 407311 160428 
259769 53944 559769 52589 73929 
267673 63126 42749 567673 58779 
278692 44002 52956 45658 578692 
242204 542204 61759 61934 91899 
221061 68631 55990 133257 521061 
328599 17315 13397 628599 12090 
334667 8982 11209 10475 634667 
136087 436087 154923 158965 113938 
297128 19614 41732 44398 597128 
190144 107114 105306 490144 107292 
312118 34298 21889 612118 19577 
140245 194297 110598 440245 114615 
277008 40769 577008 49065 56150 
69783 369783 201809 194330 164295 
226665 94009 82085 70576 526665 
293083 43374 31186 39274 593083 
181865 37363 117581 181326 481865 
294204 594204 36445 21301 53846 
93347 393347 185082 159234 168990 
318181 20133 21474 618181 22031 
81601 193638 187638 155522 381601 
303728 20043 41078 603728 31423 
111364 114220 411364 193330 169722 
154481 78296 194682 454481 118060 
172117 115483 472117 130033 110250 
232748 72368 86096 532748 76040 
3224 211096 303224 248584 233872 
315389 615389 23403 17042 28777 
51681 188150 351681 196516 211972 
158130 161845 458130 144023 77872 
343279 643279 4537 4313 4592 
82098 155664 382098 176212 203928 
8902 308902 218666 241485 222045 
317269 25979 17824 617269 21659 
251294 50912 74779 71721 551294 
284573 584573 45841 48143 36870 
309700 28091 609700 18632 33877 
178363 478363 78283 161061 103930 
287111 46834 38292 587111 40652 
129165 429165 182675 100726 158269 
56929 192470 356929 195805 197867 
47305 347305 212198 204071 189121 
285231 43890 585231 44767 40881 
136786 191763 132957 101708 436786 
76424 154586 376424 201364 191202 
23423 192642 248793 323423 211719 
72624 184161 172514 372624 198077 
90986 166406 390986 147267 204355 
285211 39400 49190 40988 585211 
120712 199193 160901 98482 420712 
265786 61159 48527 58742 565786 
254918 66529 71266 554918 52369 
346101 2102 3084 2612 646101 
48015 205307 215739 182924 348015 
56876 356876 166948 202835 216465 
332213 9974 13391 12209 632213 
188675 78445 127275 116930 488675 
334482 634482 7865 11148 12023 
259845 55970 51952 72388 559845 
102230 164297 402230 143201 188042 
241191 50851 87933 541191 78834 
321373 15410 19509 22335 621373 
56406 219112 182179 185897 356406 
165037 84497 465037 157956 127473 
273809 60071 49681 573809 42630 
132419 134492 432419 140924 159746 
100704 142295 153401 202896 400704 
92227 143078 392227 200172 172296 
31586 193309 331586 200703 242816 
65422 182643 165616 365422 220897 
214678 514678 88671 97799 84174 
254233 554233 54515 89115 47904 
268856 18920 61074 82294 568856 
345223 4166 2560 645223 2828 
126091 112154 228164 426091 107500 
67289 184575 171394 209453 367289 
279657 32340 55351 579657 52995 
25742 325742 201790 238704 208022 
316094 23303 19221 25288 616094 
297594 597594 47231 31278 26303 
329523 629523 11577 19305 10072 
115283 415283 132903 185486 151045 
249794 89347 549794 55396 55669 
151566 184547 111167 451566 101154 
272794 42603 65994 45815 572794 
316275 616275 15436 29633 22381 
42814 187927 241742 342814 184703 
204145 504145 64013 133664 94033 
172708 472708 100264 105495 148825 
22276 192455 197901 322276 265092 
106902 110831 233515 141850 406902 
313715 29364 21093 613715 22113 
109423 151341 160344 409423 169469 
4665 220862 221331 304665 248477 
2378 247445 302378 213413 234386 
209789 99792 78735 509789 101895 
283131 583131 28554 36442 68742 
208545 508545 95375 128263 59272 
234193 534193 54308 93958 83348 
252384 552384 71503 50228 73501 
131695 149793 138730 148087 431695 
237182 76516 79335 69785 537182 
40154 187485 340154 211060 221147 
343879 643879 4636 3863 3743 
311420 23295 27742 611420 26123 
341745 6582 4552 5376 641745 
157964 127295 126943 457964 129834 
3591 228871 278290 303591 185657 
243554 68666 543554 65719 78507 
159201 122426 459201 129770 129402 
340676 6426 5442 640676 6780 
272168 572168 59644 48309 47711 
185969 112466 114167 101429 485969 
308704 28825 33768 608704 19999 
125322 425322 210074 143805 95477 
51873 227550 178636 351873 190068 
279752 28181 65165 47150 579752 
167731 467731 124838 127232 112468 
29303 207118 232446 201830 329303 
58500 244365 202776 135859 358500 
174601 112945 105728 474601 132125 
134675 145944 434675 118828 165878 
259937 57718 53590 559937 68818 
80845 214673 380845 180979 142658 
283824 583824 57406 25475 49471 
197400 60607 497400 132891 111702 
320856 21851 20800 15637 620856 
52280 352280 167249 154970 273221 
261843 561843 51610 66999 57705 
38712 160711 246736 215129 338712 
236791 101452 66490 536791 58476 
322320 622320 12652 26603 16105 
81054 154530 217450 381054 165912 
245449 545449 65391 112366 31345 
232157 95856 67411 532157 72419 
9635 171774 236636 272320 309635 
177475 96981 122940 125129 477475 
45107 345107 194380 210092 205314 
235535 535535 94313 73348 61269 
265286 565286 58579 65296 45553 
134520 434520 128421 166528 136011 
3189 194068 303189 258103 241451 
292765 32167 43526 38777 592765 
348877 648877 996 713 537 
113113 171910 413113 165293 136571 
80862 380862 155978 206969 175329 
186396 486396 93912 117670 115626 
65350 199499 365350 155891 213910 
280061 580061 56375 41295 42208 
264517 62488 65365 564517 43113 
118047 177571 158767 127568 418047 
26771 192754 326771 242835 210869 
237012 537012 82002 78793 65181 
98579 163211 398579 144350 195281 
246096 74794 546096 84241 48773 
30566 237383 204005 197480 330566 
200384 500384 95651 86006 117575 
175733 153281 475733 69100 126153 
41054 213180 341054 190245 214467 
242532 542532 50821 74026 90089 
271109 40785 35780 571109 81217 
115129 187467 102752 179523 415129 
190640 87891 490640 91421 139408 
98947 176466 180165 145475 398947 
317724 617724 26044 13571 24937 
21350 321350 203718 219393 234189 
186858 118464 115013 486858 92807 
292440 592440 46414 34499 34207 
190506 91549 110861 116578 490506 
3747 184154 246309 262043 303747 
186125 124210 486125 113529 90011 
224492 57715 524492 116565 76736 
137623 121598 437623 142307 160849 
136350 129820 165778 436350 131702 
115063 415063 166851 162918 140105 
174836 474836 141683 97965 110680 
84456 182632 157836 384456 190620 
207559 72814 109856 507559 102212 
160850 89894 153165 460850 135241 
231125 67475 531125 76840 93435 
153444 453444 128215 137112 127785 
193528 493528 114621 81111 117212 
127603 137151 427603 182779 124864 
315197 615197 18103 17268 34235 
230120 530120 87899 79906 71955 
344655 2882 644655 2959 4849 
237685 61329 537685 79572 83729 
339121 639121 9630 5092 7036 
161950 114518 461950 165064 96518 
194335 103630 80535 494335 127165 
99076 117207 223736 160905 399076 
203068 140075 56194 503068 97595 
208857 508857 82284 96331 103671 
36830 191501 336830 177171 257668 
239026 58945 539026 76349 86654 
172337 128818 121364 472337 105144 
184596 484596 117014 155880 57914 
74632 153668 208909 374632 188159 
95933 157681 166369 184084 395933 
241350 74460 541350 67440 75400 
312158 612158 22083 33941 19660 
163928 463928 157166 108536 106442 
47776 200748 347776 244905 158795 
171884 121297 100394 471884 134541 
277926 51745 577926 32563 59840 
249348 65911 42272 93121 549348 
337636 6340 637636 9002 9386 
17698 186638 317698 232749 245217 
331534 5175 16457 15300 631534 
67625 367625 238655 159781 166314 
115239 415239 157730 128482 183310 
59979 207848 185799 186395 359979 
295083 33725 595083 46274 29835 
115163 415163 148163 165285 156226 
262614 67256 54888 562614 52628 
90096 390096 226410 137460 155938 
268683 32642 47690 82302 568683 
244934 58142 544934 87497 64493 
226660 85936 95054 526660 65690 
36989 216018 336989 215481 194523 
69473 369473 159301 207791 193962 
227748 111287 67844 65373 527748 
8938 232117 308938 205007 245000 
28947 227801 328947 196703 217602 
20840 222494 320840 224439 211387 
136691 78835 182739 165044 436691 
241150 69791 541150 60442 87467 
285446 33555 43720 585446 51833 
328853 11582 11253 628853 19459 
217209 62583 89228 113771 517209 
123439 139788 199938 113396 423439 
11454 232386 237342 207364 311454 
349704 213 649704 190 189 
254562 554562 48264 70572 72040 
127716 165016 104609 427716 174943 
76464 158408 376464 226312 162352 
206672 93800 94505 506672 98351 
247240 547240 41318 81359 82843 
27734 227474 268143 148915 327734 
27129 327129 191234 198130 256378 
201507 93695 86556 501507 116735 
205038 505038 91646 91131 107147 
179211 479211 100258 96007 145313 
251928 59083 67979 551928 69082 
227846 88173 68239 87896 527846 
151100 451100 136830 167837 93133 
273303 80467 36736 36191 573303 
310236 610236 28760 25829 24939 
7051 207552 247945 230401 307051 
9374 309374 215317 237502 228433 
214830 108811 91077 514830 70452 
235114 57585 73938 98249 535114 
203495 127233 96243 503495 69534 
228891 528891 58078 112998 71142 
175881 475881 99416 128323 120499 
328506 15215 628506 12071 15702 
293703 31721 41568 593703 39305 
96937 123934 214385 396937 167807 
267350 44189 40238 567350 80873 
226096 79707 59037 109064 526096 
312030 29800 612030 19687 26453 
3356 213939 246140 303356 233209 
38719 208175 338719 196235 218152 
325790 17599 15436 15385 625790 
8515 308515 221761 230575 230634 
19126 188019 231073 242656 319126 
90130 390130 160814 157048 201878 
35848 193462 205027 335848 229815 
101988 175750 149994 401988 170280 
162285 109871 108405 157154 462285 
302572 41049 26828 602572 26979 
11128 240089 311128 214346 223309 
236185 536185 64634 68228 94768 
257696 557696 62386 47575 74647 
27597 181408 218118 245280 327597 
74943 151375 374943 214541 184198 
41134 223732 210806 341134 183194 
336048 11117 636048 6957 9830 
125090 155972 165068 425090 128780 
303372 31317 34353 27586 603372 
126695 426695 97733 192328 156549 
129943 153550 135594 150970 429943 
21480 224720 215103 321480 217217 
41636 341636 183260 228461 205007 
197859 138755 497859 63349 102178 
174018 474018 90455 148469 113040 
104779 404779 143115 189463 157864 
31216 258156 173614 331216 205798 
299253 599253 42867 28554 30073 
248164 93111 548164 46026 64535 
176312 151807 476312 96120 99449 
108888 194628 133192 408888 154404 
42493 342493 227785 187636 199593 
231576 83213 93104 531576 60531 
203849 108767 503849 86216 97319 
338325 11732 6596 638325 5022 
45187 345187 228271 174940 206415 
194183 159609 494183 132194 19831 
227930 85476 527930 66625 92039 
147438 146835 447438 146735 111554 
326961 626961 16672 16565 12841 
16245 224265 243474 199771 316245 
227603 49653 99459 95682 527603 
76049 202490 376049 175311 170101 
330070 8695 15422 15743 630070 
146700 124448 94717 187435 446700 
53959 207082 192382 353959 192618 
31442 255011 174818 207287 331442 
53025 199148 195373 199429 353025 
10496 249536 310496 208539 220933 
277598 21972 68856 53976 577598 
199855 499855 114727 94598 90965 
255820 555820 86860 40937 60563 
163683 463683 130708 123687 118239 
246257 546257 61897 56209 89380 
91239 391239 175762 162637 179123 
129422 104845 429422 213323 122988 
87339 387339 166984 197537 160801 
330055 8390 630055 16072 15428 
242588 65496 71256 542588 78072 
99 225414 245777 300099 228611 
129808 117334 429808 191143 131907 
233061 87164 533061 80047 66667 
300149 31010 29679 39013 600149 
165076 102200 140160 465076 127488 
278426 578426 43240 57995 41913 
39547 175721 264604 180581 339547 
277811 19741 66723 57914 577811 
68066 368066 222583 170267 171018 
4728 228871 304728 233880 227793 
127573 187896 427573 153862 103096 
217497 99300 74250 91456 517497 
95029 395029 191183 196959 121800 
183150 483150 117508 107019 109173 
146566 178436 94191 134241 446566 
282500 52174 47442 582500 35384 
305891 27081 29527 605891 31610 
91833 121243 227748 391833 167343 
92670 185906 167340 392670 161414 
227710 110472 67531 527710 66577 
335470 15225 635470 6735 7100 
78444 156249 203164 378444 183699 
197612 497612 75031 97961 131784 
6904 306904 246582 215674 223936 
175174 475174 95368 91620 162664 
293409 593409 33897 43324 35961 
157295 114864 121355 457295 149191 
126763 426763 137084 109458 199932 
308605 608605 28996 22651 31143 
117236 187312 134541 417236 143675 
324124 624124 17238 19760 14754 
118910 186801 188689 418910 86690 
176182 102737 129931 114968 476182 
56644 186921 217323 182468 356644 
348140 648140 1203 1300 1217 
262074 61954 562074 52415 61483 
341437 641437 5982 4250 6894 
35362 220603 335362 195244 213429 
149506 123677 449506 128899 148412 
215437 128193 515437 83839 57094 
289383 20047 589383 52042 49145 
9463 225623 248956 309463 206495 
33212 213755 219223 200598 333212 
96916 396916 151708 165396 189064 
296822 27970 41976 596822 36410 
234529 67222 91299 72421 534529 
126843 426843 115054 153333 177927 
134154 59945 127973 434154 243774 
106332 170898 169517 406332 146921 
45540 203369 235485 345540 170066 
245323 74992 79540 545323 54822 
58911 358911 223930 160876 197372 
137413 78517 158720 437413 187937 
299882 29405 599882 35729 35102 
133025 150834 98292 433025 184824 
234504 103712 72317 534504 54963 
262947 53994 562947 63892 56220 
157447 171056 129886 84164 457447 
90353 390353 143641 155072 220581 
329451 11685 15752 13661 629451 
212452 512452 93305 80803 100988 
158675 87016 139084 156550 458675 
198841 62311 93596 146411 498841 
259092 559092 60789 54956 66071 
96178 147975 136900 222769 396178 
59393 193462 190275 197477 359393 
221994 521994 78506 92644 84862 
3793 245272 233375 213767 303793 
225256 525256 105113 87041 57334 
35334 219038 203953 335334 206341 
9709 232856 210391 237335 309709 
244369 54264 84845 72153 544369 
150029 143330 106734 149878 450029 
66374 219683 366374 170579 176990 
74323 175576 154463 221315 374323 
102355 124907 169060 402355 201323 
346400 2541 3035 646400 1624 
106616 157568 406616 176674 152526 
263816 61374 59522 51472 563816 
218387 518387 99275 105115 58836 
301996 27017 44909 24082 601996 
9373 236118 309373 239470 205666 
203346 124770 91783 503346 76755 
42858 214426 342858 209020 190838 
63759 159130 207594 363759 205758 
293099 593099 43351 21826 48625 
339911 4841 7219 639911 8118 
233328 533328 71735 94166 67443 
275706 575706 41089 62203 45296 
12823 275245 184461 312823 214648 
140746 161423 440746 139062 118023 
172034 97612 132119 126201 472034 
341325 4253 4560 641325 8537 
213168 95492 513168 62123 116049 
253003 36640 553003 62122 95232 
209337 76214 97837 509337 107275 
73111 147129 214122 373111 192527 
231584 531584 80186 53520 103126 
215139 103465 78127 515139 88130 
269094 569094 71814 32367 57631 
149569 105189 109298 186375 449569 
135261 113395 212993 103090 435261 
320788 18921 620788 18952 20551 
66364 366364 186919 188096 192257 
230578 530578 61192 62315 115337 
151579 114581 106616 451579 175645 
106743 406743 211550 147622 127342 
15931 234416 219847 315931 213875 
304704 35812 23386 31394 604704 
241424 77165 541424 54876 85111 
294915 594915 43162 27809 39199 
64503 195013 190898 185083 364503 
345083 2575 3741 3518 645083 
119224 419224 146965 158829 155758 
103401 129944 403401 130183 233071 
35233 335233 195906 208002 225626 
291455 42338 591455 26047 48705 
286881 56309 586881 35167 34762 
316369 19207 616369 21922 26133 
320870 620870 24128 18454 15678 
159680 99433 139524 459680 141683 
277984 577984 50449 39981 53602 
25483 230210 203520 215304 325483 
131130 190478 431130 140826 106436 
141731 185446 105480 441731 125612 
152163 107841 452163 181129 106704 
325222 625222 17062 20390 12104 
35826 335826 201092 239240 188016 
295135 31645 595135 45126 32959 
349828 649828 146 93 105 
147004 213456 87993 447004 104543 
91320 160028 194781 391320 162551 
211728 67607 511728 125381 83556 
132342 105660 179664 149992 432342 
207706 507706 82947 136127 65514 
120290 184214 420290 168822 106384 
106869 406869 204712 163378 118172 
19052 204097 236769 319052 221030 
324882 624882 11026 15255 23955 
218916 104890 518916 82561 74717 
159762 459762 89996 147552 142928 
335971 8994 7965 11099 635971 
9398 309398 242805 258635 179764 
285211 59632 37914 32032 585211 
32687 332687 184676 235059 214891 
209268 141660 92294 47510 509268 
333063 18250 7900 7724 633063 
222471 522471 57343 119126 78589 
169439 88025 469439 118283 154814 
21816 213545 321816 262662 180161 
327258 12212 20411 627258 12861 
306634 606634 29736 31321 25675 
49420 349420 194198 194265 212697 
36357 233484 221726 172076 336357 
129500 106381 166901 167718 429500 
138073 438073 157916 164703 101235 
3789 303789 196288 241996 254138 
121986 421986 185842 132239 137947 
71728 176413 166671 371728 213460 
117891 212913 111940 417891 139365 
79848 379848 176042 172868 191394 
288693 32411 45255 588693 44948 
82576 187535 176949 382576 170364 
154087 115964 143629 454087 132233 
96565 194449 157568 154853 396565 
169063 469063 93425 140463 127986 
221813 521813 104902 50464 101008 
57714 161688 202062 220822 357714 
177079 153204 477079 128256 64382 
112884 132125 154950 412884 187157 
242941 56206 107893 542941 50019 
260431 66424 560431 46245 66469 
56070 154301 215299 356070 218260 
309399 22189 19522 39491 609399 
98309 398309 128259 145454 229669 
224793 84959 524793 88626 76829 
65898 203807 174783 189614 365898 
69126 176779 234766 150203 369126 
277595 44724 73918 26168 577595 
321001 26602 14947 16449 621001 
305975 605975 26386 33463 28201 
316372 26969 26417 616372 13870 
345780 645780 2848 2510 3082 
201858 76638 501858 78982 140664 
343910 3103 7374 1703 643910 
103406 145459 403406 161807 185922 
289593 589593 29580 29265 61969 
298726 45298 25431 31819 598726 
155480 127454 455480 118109 143477 
116825 187189 158937 120224 416825 
340706 640706 7442 4435 6711 
239688 539688 95006 67340 58278 
290066 34997 52791 32080 590066 
106906 142020 116935 227233 406906 
98943 203335 144716 154063 398943 
343042 6399 4249 643042 3268 
11564 278338 205247 193287 311564 
302790 33249 602790 34444 26727 
90579 390579 147880 182759 188203 
111979 411979 177037 87137 211868 
63941 363941 201823 200772 169523 
38711 239363 198286 184929 338711 
250229 74507 69688 550229 55347 
143840 102971 443840 166207 143142 
138777 176847 166261 79338 438777 
53029 353029 215957 184901 193084 
131086 431086 185449 86082 166297 
310973 26076 610973 22255 29723 
56674 213279 192237 356674 181136 
191779 115004 86079 491779 115359 
65525 188570 156031 224349 365525 
121453 99998 198585 158511 421453 
219279 87491 82862 519279 91089 
261408 63630 561408 47076 66478 
307675 19680 607675 42403 22567 
306882 25607 39490 21139 606882 
198837 108313 79529 498837 114484 
232969 532969 35653 75381 123028 
244528 69465 67199 74280 544528 
81698 381698 215237 156060 165307 
136124 155264 182106 90382 436124 
41791 196726 197301 222391 341791 
228345 528345 72320 90306 80684 
268988 31431 58474 72119 568988 
130355 430355 153648 116884 168758 
316597 17626 25195 23985 616597 
32471 223557 332471 237983 173518 
277210 65157 577210 39770 40653 
9028 258497 309028 182226 241221 
94976 167617 174306 168125 394976 
100543 193700 142290 400543 162924 
322993 622993 23967 15829 14218 
17831 210835 317831 243883 209620 
180009 108528 67225 164229 480009 
15960 214255 247920 315960 205905 
346045 1623 3426 646045 2861 
183718 483718 102287 98414 131863 
95942 148554 395942 183203 176359 
133308 433308 158191 182036 93157 
272675 61870 38937 53843 572675 
