1000000 5 1.0 10000
30400 191000 65800 514400 198400 
68800 81800 132200 166600 550600 
118600 131000 289200 234800 226400 
217800 249000 113000 116200 304000 
161400 155400 56400 501000 125800 
199400 284000 197000 249800 69800 
226400 289200 131000 118600 234800 
200800 18800 273200 231400 275800 
166600 68800 550600 132200 81800 
131400 22600 323600 265600 256800 
245800 277400 287600 68000 121200 
241200 305800 91000 335800 26200 
261200 179000 202000 91400 266400 
325600 238800 18800 88400 328400 
221000 263400 81800 218400 215400 
282200 81000 322000 211800 103000 
204200 47600 454000 172200 122000 
167200 199200 100000 63600 470000 
287600 288200 70000 236400 117800 
44600 166800 247400 255600 285600 
64600 180400 163600 126800 464600 
273200 200800 18800 275800 231400 
138600 479000 51600 220000 110800 
149400 488800 220200 32600 109000 
268600 74600 85400 251400 320000 
26200 335800 91000 241200 305800 
213200 149000 83800 529400 24600 
286600 288600 90600 215600 118600 
90400 176000 261400 254600 217600 
165200 24800 404400 89200 316400 
55600 186200 486200 176000 96000 
24400 193000 74400 154600 553600 
59000 538400 170200 171000 61400 
255600 285600 44600 166800 247400 
308400 328000 258200 80400 25000 
71200 474400 198600 157000 98800 
163000 434800 151000 109800 141400 
119200 339200 22000 239600 280000 
78800 33800 125200 227400 534800 
204200 47600 172200 122000 454000 
19200 187600 104000 612800 76400 
183000 565600 140400 88400 22600 
73800 61000 94200 588600 182400 
173400 275000 168800 35800 347000 
225200 91600 20800 339000 323400 
183000 197000 265000 287000 68000 
18800 273200 200800 275800 231400 
264600 187800 220200 61400 266000 
235600 97600 238200 144600 284000 
67400 198600 608600 102000 23400 
68000 535600 19200 201400 175800 
32000 244800 213400 393200 116600 
77400 308600 219600 286600 107800 
183000 22600 565600 88400 140400 
96000 167800 62200 185200 488800 
159600 133200 343600 85400 278200 
144400 255200 35600 258000 306800 
189000 494000 127000 21400 168600 
118600 226400 289200 234800 131000 
163000 359800 354600 93600 29000 
270000 33800 337400 103400 255400 
116400 150000 27200 395800 310600 
131400 154800 249800 358000 106000 
168600 200400 33600 143400 454000 
73000 79600 298600 298600 250200 
47000 187000 133400 72800 559800 
67800 154000 146600 179800 451800 
145800 171400 298200 30000 354600 
183200 182200 231000 236000 167600 
116600 213400 244800 32000 393200 
27200 490400 201600 172000 108800 
145800 298200 171400 30000 354600 
211200 255200 211000 114400 208200 
176000 486200 96000 55600 186200 
169400 500000 167800 41800 121000 
255600 247400 166800 44600 285600 
171000 158800 153200 52800 464200 
101200 236400 548400 87200 26800 
81800 218200 285000 328800 86200 
120200 150400 164400 70800 494200 
249800 199400 284000 69800 197000 
125800 501000 155400 56400 161400 
138600 110800 479000 220000 51600 
196200 92000 21000 525000 165800 
25200 216600 110000 315800 332400 
145200 132000 145600 162200 415000 
228200 89400 24800 577400 80200 
135600 91000 293600 240600 239200 
188600 32400 99200 308200 371600 
118600 234800 289200 131000 226400 
205400 110400 508400 46200 129600 
224600 96800 54000 483200 141400 
301000 234400 332000 104800 27800 
72800 187000 133400 559800 47000 
61000 94200 73800 588600 182400 
45400 184400 177000 124000 469200 
231400 18800 200800 273200 275800 
161400 191800 60600 135200 451000 
178400 65400 526600 94800 134800 
81000 322000 211800 282200 103000 
164400 491800 119600 30600 193600 
126400 225200 96800 233800 317800 
106800 34200 328800 181200 349000 
204600 24400 283000 274600 213400 
168000 83200 59600 153800 535400 
97200 28800 164800 323600 385600 
27200 559000 219600 125000 69200 
190600 370000 283000 34400 122000 
50400 135800 518600 208800 86400 
156000 78400 105000 189800 470800 
182200 231000 183200 167600 236000 
23600 126000 250800 303200 296400 
86800 130600 183200 554000 45400 
227000 218600 308400 131800 114200 
79600 298600 73000 298600 250200 
30000 208200 205600 412200 144000 
222400 68200 513000 86400 110000 
143600 542000 48000 76600 189800 
211600 259800 202200 72000 254400 
211600 254400 259800 72000 202200 
154000 481800 61600 119000 183600 
149400 109000 32600 220200 488800 
125200 534800 227400 33800 78800 
154800 249800 358000 131400 106000 
129600 96000 73000 502000 199400 
249800 131400 106000 154800 358000 
86600 154000 91000 365200 303200 
130600 86800 183200 554000 45400 
221400 65200 264400 250800 198200 
29400 375200 104400 124000 367000 
167800 19200 171800 510000 131200 
171000 538400 61400 59000 170200 
74600 497200 182600 210000 35600 
289800 197600 136800 342000 33800 
135600 293600 240600 239200 91000 
205400 110400 46200 508400 129600 
96000 186200 176000 55600 486200 
155400 125800 161400 56400 501000 
231400 27400 209200 396400 135600 
308200 32400 188600 371600 99200 
106800 197200 248600 194200 253200 
172600 26600 309000 331800 160000 
185400 505000 213800 25000 70800 
20000 480200 166200 157400 176200 
114400 255200 208200 211200 211000 
176200 480200 166200 157400 20000 
91000 241200 335800 26200 305800 
37200 175000 186400 328000 273400 
219400 40600 146600 55800 537600 
176200 157400 480200 20000 166200 
55600 162200 189800 84400 508000 
134400 27400 132000 483600 222600 
213400 274600 283000 204600 24400 
166000 479800 68200 79600 206400 
140600 516200 109400 26200 207600 
21400 155600 103000 362800 357200 
194200 106800 253200 248600 197200 
96800 233800 126400 317800 225200 
103000 282200 322000 81000 211800 
56400 501000 125800 161400 155400 
219600 69200 125000 559000 27200 
171000 170200 538400 61400 59000 
164600 83600 206200 483000 62600 
143800 362000 262400 93200 138600 
209000 504800 24600 169400 92200 
67400 26600 117000 581200 207800 
155600 21400 357200 362800 103000 
55400 164400 527400 78600 174200 
250800 23600 303200 126000 296400 
139600 417400 174400 152000 116600 
164400 494200 120200 150400 70800 
76600 143600 189800 48000 542000 
156600 145400 471000 54600 172400 
25200 100600 186800 339000 348400 
54000 141400 224600 96800 483200 
258800 248600 42200 161600 288800 
86600 91000 365200 303200 154000 
169400 24600 92200 209000 504800 
164600 119000 176600 85400 454400 
173400 35800 168800 275000 347000 
233400 34400 234200 267400 230600 
157000 97400 35600 360400 349600 
218600 559800 18800 123200 79600 
213000 208400 259800 285600 33200 
20800 91600 339000 323400 225200 
167200 199200 63600 100000 470000 
84400 162200 189800 508000 55600 
91000 135600 239200 293600 240600 
73800 182400 588600 94200 61000 
24800 577400 89400 80200 228200 
239200 326600 132200 28000 274000 
219600 69200 27200 125000 559000 
236000 225600 85200 317400 135800 
33200 213000 259800 208400 285600 
176000 186200 486200 55600 96000 
28000 210200 80400 506800 174600 
310600 27200 116400 395800 150000 
248600 258800 288800 42200 161600 
239200 274000 326600 28000 132200 
200000 133000 445200 171800 50000 
85400 176600 119000 454400 164600 
109400 516200 207600 140600 26200 
35600 144400 306800 255200 258000 
213000 285600 208400 259800 33200 
250800 198200 221400 65200 264400 
23200 122000 333400 111000 410400 
85400 454400 176600 119000 164600 
220200 488800 109000 32600 149400 
75200 301000 223600 279800 120400 
222600 483600 134400 132000 27400 
160000 33600 55000 136800 614600 
167800 171800 19200 510000 131200 
22000 339200 239600 119200 280000 
174600 28000 80400 506800 210200 
85200 198400 173200 502800 40400 
241200 91000 305800 26200 335800 
96000 129600 502000 73000 199400 
158800 607400 123600 87600 22600 
128600 244000 228400 100600 298400 
46600 154800 507200 62200 229200 
89200 24800 404400 316400 165200 
279200 147200 369800 30200 173600 
118200 476800 181200 74000 149800 
293400 296400 102800 225000 82400 
197200 174200 90600 280000 258000 
238800 88400 18800 328400 325600 
192000 566000 108800 71000 62200 
173600 461600 152400 177600 34800 
295200 312000 231000 79800 82000 
148400 420400 108000 23200 300000 
227400 125200 33800 78800 534800 
286600 77400 107800 219600 308600 
65800 198400 30400 191000 514400 
189800 78400 156000 470800 105000 
181200 328800 34200 349000 106800 
193000 154600 553600 74400 24400 
108000 300000 420400 148400 23200 
258400 125200 77600 221400 317400 
143600 48000 76600 189800 542000 
202000 179000 266400 261200 91400 
35600 157000 97400 360400 349600 
78400 284600 221200 129600 286200 
287800 91200 150800 160000 310200 
85200 40400 198400 173200 502800 
24800 101400 143400 538400 192000 
97400 360400 35600 157000 349600 
73800 61000 94200 588600 182400 
262800 269400 116800 301800 49200 
241200 91000 26200 335800 305800 
195800 257200 217600 112400 217000 
249800 197000 69800 199400 284000 
149400 188400 446200 158000 58000 
34400 190600 122000 283000 370000 
244000 228400 128600 298400 100600 
148400 108000 23200 420400 300000 
164400 174200 55400 527400 78600 
87000 546200 179600 167000 20200 
148200 192200 161200 458400 40000 
204200 454000 122000 47600 172200 
222400 513000 86400 110000 68200 
22000 280000 339200 239600 119200 
283000 190600 370000 34400 122000 
259800 213000 208400 285600 33200 
206400 151000 70800 83600 488200 
62200 71000 108800 192000 566000 
181000 378200 24000 117400 299400 
157000 97400 360400 349600 35600 
59000 171000 61400 538400 170200 
84400 162200 189800 508000 55600 
269400 49200 262800 116800 301800 
135800 95200 471400 80800 216800 
138600 110800 220000 479000 51600 
199400 284000 69800 197000 249800 
78600 55400 527400 174200 164400 
314000 380600 32000 101600 171800 
44600 285600 247400 255600 166800 
34400 230600 233400 267400 234200 
138400 157400 126800 170800 406600 
158000 446200 188400 58000 149400 
169400 167800 500000 41800 121000 
162800 89400 193800 75600 478400 
141400 96800 483200 224600 54000 
27400 231400 396400 135600 209200 
22600 131400 265600 323600 256800 
130400 161800 383200 32000 292600 
135600 396400 231400 27400 209200 
164600 483000 62600 206200 83600 
27400 135600 209200 396400 231400 
265000 287000 183000 197000 68000 
231400 209200 27400 396400 135600 
61400 59000 538400 170200 171000 
93600 29000 359800 354600 163000 
226400 234800 131000 118600 289200 
211800 322000 81000 103000 282200 
136800 160000 55000 33600 614600 
220000 138600 110800 51600 479000 
189000 127000 494000 168600 21400 
314200 37200 242400 319400 86800 
121200 287600 277400 245800 68000 
220000 51600 479000 110800 138600 
202200 211600 72000 259800 254400 
95600 151800 234000 281000 237600 
138000 247000 325400 253000 36600 
219200 190800 26800 127000 436200 
22200 227200 536800 89200 124600 
20200 178000 63200 561200 177400 
303200 91000 154000 86600 365200 
96000 199400 129600 502000 73000 
141400 151000 163000 109800 434800 
138600 479000 110800 51600 220000 
112200 318000 150800 162200 256800 
25000 185400 70800 505000 213800 
225000 113600 264200 324600 72600 
143400 538400 192000 24800 101400 
198600 71200 98800 474400 157000 
218200 81800 86200 285000 328800 
162800 193800 89400 75600 478400 
34800 461600 152400 177600 173600 
215400 218400 221000 263400 81800 
90600 286600 288600 215600 118600 
195400 99600 293200 325000 86800 
145200 62200 456600 188600 147400 
127000 189000 494000 21400 168600 
120400 75200 223600 279800 301000 
170600 205400 134000 466000 24000 
289000 79000 117200 303200 211600 
152200 99600 250600 340200 157400 
26800 219200 436200 190800 127000 
51600 151200 34800 556400 206000 
116400 27200 395800 310600 150000 
127000 494000 168600 189000 21400 
89200 227200 536800 124600 22200 
166000 79600 68200 206400 479800 
180400 64600 126800 464600 163600 
24400 74400 154600 193000 553600 
115800 374600 378400 103000 28200 
91000 305800 335800 241200 26200 
155600 357200 362800 21400 103000 
42200 301400 323000 240400 93000 
146200 445600 175800 159400 73000 
32600 267600 313000 78800 308000 
231000 82000 79800 295200 312000 
90600 215600 288600 118600 286600 
197200 258000 280000 174200 90600 
101200 548400 26800 87200 236400 
144800 82200 147400 448600 177000 
134200 198600 73200 439600 154400 
264200 113600 72600 324600 225000 
21200 587800 198600 72600 119800 
68200 86400 222400 110000 513000 
129600 205400 46200 508400 110400 
67400 117000 207800 581200 26600 
184400 469200 124000 177000 45400 
90000 222800 78600 295200 313400 
30200 314800 292800 229400 132800 
168000 104000 390800 21600 315600 
146400 63000 179200 164400 447000 
75600 478400 162800 89400 193800 
367000 375200 104400 124000 29400 
129600 73000 199400 96000 502000 
222400 110000 86400 68200 513000 
60600 69600 501000 177200 191600 
314200 242400 319400 86800 37200 
83200 153800 535400 168000 59600 
29200 300600 268200 251600 150400 
187000 47000 133400 72800 559800 
165200 89200 316400 404400 24800 
27400 132000 483600 222600 134400 
145800 298200 171400 354600 30000 
178000 63200 20200 561200 177400 
357200 21400 362800 155600 103000 
104000 612800 19200 76400 187600 
27400 132000 222600 134400 483600 
19200 201400 175800 535600 68000 
168600 461800 158000 136800 74800 
173600 147200 30200 279200 369800 
314200 242400 37200 86800 319400 
104000 181200 190600 502200 22000 
226800 496200 155600 93800 27600 
198200 77600 256800 198800 268600 
32000 101600 171800 380600 314000 
162800 75600 89400 478400 193800 
20200 561200 63200 178000 177400 
141400 224600 483200 54000 96800 
82000 231000 79800 312000 295200 
208200 619800 73600 80000 18400 
77000 259200 283600 22200 358000 
116200 217800 249000 304000 113000 
149400 220200 32600 488800 109000 
170200 43600 185800 115800 484600 
67600 125400 450600 204000 152400 
250600 340200 152200 157400 99600 
192000 143400 24800 101400 538400 
204200 47600 122000 172200 454000 
67600 204000 152400 450600 125400 
227200 22200 89200 536800 124600 
141800 183600 450000 76200 148400 
24800 577000 141000 52000 205200 
328800 34200 106800 181200 349000 
84800 340400 265600 29200 280000 
81800 86200 285000 328800 218200 
43600 170200 484600 115800 185800 
174400 68400 440600 148600 168000 
142000 157400 170800 95200 434600 
214800 75800 512400 176000 21000 
132200 68800 166600 550600 81800 
315800 25200 216600 110000 332400 
125400 204000 450600 67600 152400 
32000 161800 383200 130400 292600 
95200 135800 216800 471400 80800 
183600 61600 154000 481800 119000 
141400 163000 434800 151000 109800 
126800 163600 180400 464600 64600 
211200 208200 114400 255200 211000 
81800 285000 328800 218200 86200 
190600 34400 122000 283000 370000 
146400 63000 164400 447000 179200 
69600 177200 60600 191600 501000 
233800 317800 126400 96800 225200 
105000 78400 156000 470800 189800 
80000 73600 619800 208200 18400 
65200 264400 221400 250800 198200 
194600 121000 39600 283400 361400 
192000 101400 24800 538400 143400 
161200 192200 458400 40000 148200 
22200 536800 89200 124600 227200 
34800 152400 173600 177600 461600 
219600 308600 286600 107800 77400 
191000 65800 514400 198400 30400 
28800 62400 105200 169200 634400 
292600 161800 383200 130400 32000 
85400 176600 164600 454400 119000 
64200 199200 183600 22600 530400 
34000 136200 341000 203000 285800 
25200 339000 100600 186800 348400 
110000 216600 315800 25200 332400 
157400 434400 87400 192200 128600 
249000 217800 304000 113000 116200 
152000 139600 174400 116600 417400 
233400 230600 34400 267400 234200 
129600 286200 221200 78400 284600 
301400 42200 93000 323000 240400 
167800 169400 41800 121000 500000 
65000 58800 168000 514600 193600 
249800 69800 284000 197000 199400 
163000 109800 434800 151000 141400 
45400 130600 554000 86800 183200 
46600 229200 62200 154800 507200 
170800 406600 138400 157400 126800 
195400 99600 86800 325000 293200 
219200 26800 190800 127000 436200 
233600 80600 307200 111000 267600 
209000 279400 21800 198200 291600 
185800 115800 43600 484600 170200 
210800 486400 72400 166400 64000 
198600 587800 119800 72600 21200 
150600 435400 97800 130200 186000 
25600 150000 289800 376600 158000 
22000 119200 339200 280000 239600 
298200 145800 354600 171400 30000 
105200 136800 286600 370200 101200 
199200 22600 64200 530400 183600 
229000 308600 126000 308000 28400 
158000 446200 58000 149400 188400 
34000 136200 285800 341000 203000 
61600 119000 183600 481800 154000 
153200 171000 464200 52800 158800 
86800 130600 183200 45400 554000 
220200 187800 266000 264600 61400 
63200 511200 84800 190600 150200 
83200 168000 535400 153800 59600 
20200 63200 561200 178000 177400 
86200 285000 328800 218200 81800 
86800 130600 45400 183200 554000 
32400 278200 112000 264600 312800 
116200 217800 113000 249000 304000 
153200 26600 467400 181600 171200 
141400 163000 109800 434800 151000 
153800 83200 168000 535400 59600 
285800 34000 136200 341000 203000 
106000 131400 154800 249800 358000 
176000 55600 486200 186200 96000 
88400 325600 328400 238800 18800 
33200 213000 285600 208400 259800 
81800 328800 218200 285000 86200 
129600 508400 205400 110400 46200 
283000 34400 122000 370000 190600 
78800 32600 308000 313000 267600 
146400 447000 164400 63000 179200 
233400 230600 34400 267400 234200 
110400 508400 129600 205400 46200 
286600 219600 107800 77400 308600 
62400 182400 550000 185000 20200 
19200 104000 76400 187600 612800 
250800 23600 303200 126000 296400 
86600 91000 365200 154000 303200 
174200 527400 164400 55400 78600 
191600 134600 529200 44400 100200 
208200 255200 211200 211000 114400 
24200 185600 521800 69800 198600 
198600 119800 21200 587800 72600 
55800 40600 146600 219400 537600 
28800 169200 62400 634400 105200 
261200 179000 266400 202000 91400 
279400 291600 198200 209000 21800 
308400 258200 25000 80400 328000 
62600 83600 206200 164600 483000 
181600 467400 26600 171200 153200 
111000 267600 233600 307200 80600 
46200 205400 129600 508400 110400 
27600 496200 155600 93800 226800 
160000 150800 91200 287800 310200 
141400 163000 434800 109800 151000 
134400 483600 222600 27400 132000 
229400 132800 314800 30200 292800 
123600 22600 158800 607400 87600 
239200 326600 132200 28000 274000 
68200 79600 206400 166000 479800 
279400 291600 21800 198200 209000 
123200 79600 218600 18800 559800 
279400 291600 209000 21800 198200 
243200 148000 259200 25600 324000 
23200 108000 148400 300000 420400 
131000 289200 118600 226400 234800 
208200 80000 619800 73600 18400 
247000 325400 36600 253000 138000 
206400 68200 479800 79600 166000 
177000 124000 184400 45400 469200 
239200 132200 326600 28000 274000 
55800 219400 40600 146600 537600 
143800 93200 362000 138600 262400 
154000 303200 86600 365200 91000 
65800 191000 514400 30400 198400 
72800 47000 133400 559800 187000 
154000 91000 303200 86600 365200 
258000 255200 306800 144400 35600 
157400 192200 87400 434400 128600 
207600 140600 109400 26200 516200 
153200 26600 181600 171200 467400 
140000 226600 271600 232600 129200 
193600 65000 168000 58800 514600 
83600 164600 62600 206200 483000 
233600 80600 307200 111000 267600 
42200 301400 93000 240400 323000 
98800 71200 474400 198600 157000 
111000 80600 307200 267600 233600 
226400 234800 118600 289200 131000 
186000 263800 270000 202400 77800 
85800 138600 104800 320200 350600 
26800 87200 548400 101200 236400 
30200 132800 314800 229400 292800 
182400 20200 550000 185000 62400 
286600 118600 215600 288600 90600 
204000 125400 67600 152400 450600 
29200 171600 506600 93000 199600 
191000 514400 65800 198400 30400 
230200 329200 321200 91400 28000 
165200 404400 24800 316400 89200 
86400 518600 135800 50400 208800 
103400 33800 255400 337400 270000 
95600 281000 151800 237600 234000 
18400 80000 619800 208200 73600 
308200 32400 371600 99200 188600 
144400 255200 35600 258000 306800 
201400 73200 268800 204600 252000 
90600 288600 118600 286600 215600 
200000 445200 171800 133000 50000 
26200 140600 109400 207600 516200 
273400 175000 37200 186400 328000 
156600 471000 172400 145400 54600 
81800 218200 328800 86200 285000 
138600 362000 143800 262400 93200 
98000 328600 146000 83600 343800 
89200 536800 124600 227200 22200 
221000 215400 218400 263400 81800 
29600 103000 420800 109400 337200 
134000 24000 205400 466000 170600 
149400 488800 32600 109000 220200 
58000 158000 188400 446200 149400 
90600 215600 288600 118600 286600 
85400 119000 176600 164600 454400 
129200 271600 232600 226600 140000 
158000 289800 25600 376600 150000 
91400 266400 202000 179000 261200 
308400 80400 25000 328000 258200 
24800 538400 143400 192000 101400 
103000 362800 21400 357200 155600 
21400 362800 103000 357200 155600 
167800 185200 62200 488800 96000 
88400 565600 183000 140400 22600 
216800 80800 471400 95200 135800 
89400 577400 80200 228200 24800 
295200 312000 79800 231000 82000 
24800 101400 143400 192000 538400 
189000 127000 21400 168600 494000 
80400 174600 28000 210200 506800 
81800 218200 285000 328800 86200 
45400 469200 124000 177000 184400 
278200 159600 133200 343600 85400 
221000 263400 81800 218400 215400 
181200 190600 22000 104000 502200 
21200 119800 587800 72600 198600 
123000 238400 72400 314800 251400 
203000 341000 285800 34000 136200 
83600 488200 206400 70800 151000 
51600 151200 556400 206000 34800 
147400 188600 145200 62200 456600 
26600 171200 181600 153200 467400 
198200 291600 279400 21800 209000 
245800 287600 277400 68000 121200 
108800 201600 172000 490400 27200 
167800 121000 169400 41800 500000 
126000 28400 308000 308600 229000 
186000 202400 270000 263800 77800 
225600 317400 236000 135800 85200 
144600 414800 142800 116600 181200 
110400 129600 205400 508400 46200 
114400 255200 211000 211200 208200 
77800 202400 186000 270000 263800 
27400 209200 396400 135600 231400 
114200 308400 227000 218600 131800 
213800 25000 185400 70800 505000 
21000 176000 214800 512400 75800 
162200 256800 150800 318000 112200 
289000 211600 79000 117200 303200 
103000 29600 337200 109400 420800 
181200 349000 34200 106800 328800 
226800 155600 27600 93800 496200 
171000 170200 61400 59000 538400 
216800 471400 95200 80800 135800 
19200 175800 68000 535600 201400 
106800 194200 253200 248600 197200 
77800 263800 270000 186000 202400 
83600 146000 98000 343800 328600 
187800 266000 220200 264600 61400 
134600 44400 529200 100200 191600 
81000 322000 103000 211800 282200 
249800 199400 284000 69800 197000 
299400 378200 24000 181000 117400 
89200 124600 227200 536800 22200 
158000 74800 168600 136800 461800 
32000 101600 171800 314000 380600 
60800 77800 110800 539800 210800 
21800 279400 209000 198200 291600 
26800 236400 101200 87200 548400 
56400 501000 125800 155400 161400 
255200 258000 35600 306800 144400 
25600 376600 150000 289800 158000 
186400 175000 37200 273400 328000 
239200 135600 91000 240600 293600 
173600 34800 152400 461600 177600 
199200 100000 63600 470000 167200 
26600 581200 117000 207800 67400 
90600 118600 286600 215600 288600 
28400 308000 126000 308600 229000 
59000 61400 538400 171000 170200 
349600 360400 157000 97400 35600 
109400 140600 516200 26200 207600 
111000 267600 233600 80600 307200 
91600 225200 323400 339000 20800 
148400 450000 183600 141800 76200 
234400 301000 27800 104800 332000 
161800 292600 130400 32000 383200 
226200 21800 320400 113600 318000 
152800 73600 124400 449000 200200 
229200 62200 154800 507200 46600 
112000 278200 32400 312800 264600 
213200 149000 83800 24600 529400 
84400 152000 189000 134400 440200 
151800 234000 281000 237600 95600 
333400 23200 410400 111000 122000 
64600 126800 464600 180400 163600 
226400 289200 118600 131000 234800 
100000 167200 63600 199200 470000 
158800 52800 464200 153200 171000 
199200 22600 183600 530400 64200 
181200 118200 476800 149800 74000 
292600 130400 383200 161800 32000 
218600 131800 227000 308400 114200 
164800 323600 97200 385600 28800 
191600 69600 60600 177200 501000 
197000 199400 69800 284000 249800 
74800 136800 168600 158000 461800 
179600 167000 546200 87000 20200 
147400 456600 62200 145200 188600 
135800 471400 216800 95200 80800 
120400 223600 75200 279800 301000 
314200 37200 242400 319400 86800 
98800 71200 157000 474400 198600 
72600 587800 198600 119800 21200 
222400 68200 513000 110000 86400 
171000 61400 538400 59000 170200 
20000 157400 176200 480200 166200 
142800 414800 144600 181200 116600 
256800 162200 112200 150800 318000 
211200 208200 211000 255200 114400 
95200 471400 80800 135800 216800 
24000 117400 378200 299400 181000 
201600 490400 27200 108800 172000 
61600 481800 119000 183600 154000 
27200 172000 490400 201600 108800 
74000 476800 181200 118200 149800 
285800 341000 34000 203000 136200 
94200 660600 21600 145800 77800 
26800 298800 397800 165800 110800 
79000 303200 117200 211600 289000 
211600 259800 254400 202200 72000 
74600 320000 251400 268600 85400 
284600 286200 78400 221200 129600 
94200 145800 21600 77800 660600 
183000 88400 140400 565600 22600 
30600 164400 193600 491800 119600 
128600 298400 228400 100600 244000 
235600 238200 284000 144600 97600 
251600 268200 300600 29200 150400 
129200 140000 271600 232600 226600 
91000 335800 305800 26200 241200 
189800 76600 542000 143600 48000 
130200 97800 435400 186000 150600 
125200 78800 227400 33800 534800 
90000 222800 295200 313400 78600 
191000 514400 198400 30400 65800 
106800 197200 248600 194200 253200 
222800 313400 78600 90000 295200 
230600 233400 234200 267400 34400 
136800 105200 370200 101200 286600 
90600 118600 286600 288600 215600 
250200 73000 298600 298600 79600 
174600 28000 506800 80400 210200 
116600 144600 142800 181200 414800 
87200 26800 236400 548400 101200 
138600 143800 262400 362000 93200 
22200 124600 227200 536800 89200 
86800 314200 37200 242400 319400 
219400 146600 55800 537600 40600 
170800 126800 157400 406600 138400 
73000 250200 298600 79600 298600 
170800 138400 126800 157400 406600 
79800 295200 82000 231000 312000 
26200 335800 305800 91000 241200 
339000 348400 25200 186800 100600 
186400 175000 328000 37200 273400 
148400 23200 108000 300000 420400 
73800 588600 94200 182400 61000 
244000 298400 228400 100600 128600 
244800 393200 213400 116600 32000 
81800 210600 25000 77800 604800 
144600 181200 414800 116600 142800 
135800 518600 50400 86400 208800 
135800 208800 50400 86400 518600 
81000 211800 322000 282200 103000 
144000 205600 412200 208200 30000 
89200 316400 165200 24800 404400 
337200 103000 420800 109400 29600 
95600 281000 237600 234000 151800 
85200 173200 502800 40400 198400 
59000 170200 171000 538400 61400 
61600 183600 154000 119000 481800 
247000 325400 36600 138000 253000 
65200 250800 198200 221400 264400 
249000 304000 116200 113000 217800 
146600 451800 67800 154000 179800 
255400 270000 33800 103400 337400 
216600 25200 332400 110000 315800 
252000 204600 201400 73200 268800 
75600 89400 478400 193800 162800 
183200 231000 182200 236000 167600 
77600 258400 221400 125200 317400 
77800 81800 25000 210600 604800 
171800 131200 510000 19200 167800 
187000 559800 133400 47000 72800 
37200 186400 273400 175000 328000 
349600 35600 97400 157000 360400 
33800 337400 255400 103400 270000 
